type;ID_TF;ID_from;ID_to;ID_o;date_start;date_end;valid;proba
pinstConf;Q10727-Q3590615-P54-2015-01-01-2015-01-01-0.36312002;Q10727;Q3590615;P54;2015-01-01;2015-01-01;true;0.36312002
pinstConf;Q10727-Q3590615-P54-2014-01-01-2014-01-01-0.15225;Q10727;Q3590615;P54;2014-01-01;2014-01-01;true;0.15225
pinstConf;Q10727-Q3590615-P54-2014-01-01-2015-01-01-0.14448;Q10727;Q3590615;P54;2014-01-01;2015-01-01;true;0.14448
pinstConf;Q10727-Q3590615-P54-2009-01-01-2010-01-01-0.24909;Q10727;Q3590615;P54;2009-01-01;2010-01-01;true;0.24909
pinstConf;Q10727-Q3590615-P54-2010-01-01-2014-01-01-0.32905;Q10727;Q3590615;P54;2010-01-01;2014-01-01;true;0.32905
pinstConf;Q10727-Q3590615-P54-2012-01-01-2013-01-01-0.20309;Q10727;Q3590615;P54;2012-01-01;2013-01-01;true;0.20309
pinstConf;Q10727-Q3590615-P54-2013-01-01-2013-01-01-0.15561;Q10727;Q3590615;P54;2013-01-01;2013-01-01;true;0.15561
pinstConf;Q10727-Q3590615-P54-2013-01-01-2014-01-01-0.36800998;Q10727;Q3590615;P54;2013-01-01;2014-01-01;true;0.36800998
pinstConf;Q10727-Q3590615-P54-2015-01-01-2015-01-01-0.24128;Q10727;Q3590615;P54;2015-01-01;2015-01-01;true;0.24128
pinstConf;Q10727-Q3590615-P54-2011-01-01-2012-01-01-0.15534;Q10727;Q3590615;P54;2011-01-01;2012-01-01;true;0.15534
pinstConf;Q10727-Q3590615-P54-2009-01-01-2010-01-01-0.22811;Q10727;Q3590615;P54;2009-01-01;2010-01-01;true;0.22811
pinstConf;Q10727-19930221-P569-1993-02-01-1993-02-01-0.61637;Q10727;19930221;P569;1993-02-01;1993-02-01;true;0.61637
pinstConf;Q10727-19930210-P569-1993-02-01-1993-02-01-0.16597;Q10727;19930210;P569;1993-02-01;1993-02-01;true;0.16597
pinstConf;Q10729-Q2714-P54-2010-01-01-2013-01-01-0.23063;Q10729;Q2714;P54;2010-01-01;2013-01-01;true;0.23063
pinstConf;Q10729-Q319136-P54-2010-01-01-2013-01-01-0.16868;Q10729;Q319136;P54;2010-01-01;2013-01-01;true;0.16868
pinstConf;Q10729-Q319136-P54-2006-01-01-2010-01-01-0.3818;Q10729;Q319136;P54;2006-01-01;2010-01-01;true;0.3818
pinstConf;Q10729-Q19626-P54-2010-01-01-2013-01-01-0.17825;Q10729;Q19626;P54;2010-01-01;2013-01-01;true;0.17825
pinstConf;Q10729-Q19626-P54-2006-01-01-2010-01-01-0.17065999;Q10729;Q19626;P54;2006-01-01;2010-01-01;true;0.17065999
pinstConf;Q10729-Q19626-P54-2013-01-01-2013-01-01-0.15736;Q10729;Q19626;P54;2013-01-01;2013-01-01;true;0.15736
pinstConf;Q10729-Q335483-P54-2010-01-01-2013-01-01-0.14921;Q10729;Q335483;P54;2010-01-01;2013-01-01;true;0.14921
pinstConf;Q10729-Q335483-P54-2006-01-01-2010-01-01-0.19062999;Q10729;Q335483;P54;2006-01-01;2010-01-01;true;0.19062999
pinstConf;Q10729-Q335483-P54-2013-01-01-2013-01-01-0.29277;Q10729;Q335483;P54;2013-01-01;2013-01-01;true;0.29277
pinstConf;Q10729-Q335483-P54-2015-01-01-2015-01-01-0.23710999;Q10729;Q335483;P54;2015-01-01;2015-01-01;true;0.23710999
pinstConf;Q10729-Q19607-P54-2010-01-01-2013-01-01-0.47128;Q10729;Q19607;P54;2010-01-01;2013-01-01;true;0.47128
pinstConf;Q10729-Q19607-P54-2006-01-01-2010-01-01-0.16545;Q10729;Q19607;P54;2006-01-01;2010-01-01;true;0.16545
pinstConf;Q10729-Q19607-P54-2013-01-01-2013-01-01-0.17315;Q10729;Q19607;P54;2013-01-01;2013-01-01;true;0.17315
pinstConf;Q10729-Q19607-P54-2015-01-01-2015-01-01-0.16056;Q10729;Q19607;P54;2015-01-01;2015-01-01;true;0.16056
pinstConf;Q10729-Q19607-P54-2013-01-01-2015-01-01-0.22704999;Q10729;Q19607;P54;2013-01-01;2015-01-01;true;0.22704999
pinstConf;Q10729-Q48953-P54-2010-01-01-2013-01-01-0.19125;Q10729;Q48953;P54;2010-01-01;2013-01-01;true;0.19125
pinstConf;Q10729-Q48953-P54-2006-01-01-2010-01-01-0.14526;Q10729;Q48953;P54;2006-01-01;2010-01-01;true;0.14526
pinstConf;Q10729-Q48953-P54-2013-01-01-2013-01-01-0.22990999;Q10729;Q48953;P54;2013-01-01;2013-01-01;true;0.22990999
pinstConf;Q10729-Q48953-P54-2015-01-01-2015-01-01-0.1452;Q10729;Q48953;P54;2015-01-01;2015-01-01;true;0.1452
pinstConf;Q10729-Q48953-P54-2013-01-01-2015-01-01-0.20029;Q10729;Q48953;P54;2013-01-01;2015-01-01;true;0.20029
pinstConf;Q10729-Q48953-P54-2015-01-01-2015-01-01-0.21503;Q10729;Q48953;P54;2015-01-01;2015-01-01;true;0.21503
pinstConf;Q10729-Q4140015-P54-2010-01-01-2013-01-01-0.37011;Q10729;Q4140015;P54;2010-01-01;2013-01-01;true;0.37011
pinstConf;Q10729-Q4140015-P54-2006-01-01-2010-01-01-0.31296998;Q10729;Q4140015;P54;2006-01-01;2010-01-01;true;0.31296998
pinstConf;Q10729-Q4140015-P54-2013-01-01-2013-01-01-0.17947;Q10729;Q4140015;P54;2013-01-01;2013-01-01;true;0.17947
pinstConf;Q10729-Q4140015-P54-2015-01-01-2015-01-01-0.21439;Q10729;Q4140015;P54;2015-01-01;2015-01-01;true;0.21439
pinstConf;Q10729-Q4140015-P54-2013-01-01-2015-01-01-0.31833;Q10729;Q4140015;P54;2013-01-01;2015-01-01;true;0.31833
pinstConf;Q10729-Q4140015-P54-2015-01-01-2007-01-01-0.15771;Q10729;Q4140015;P54;2015-01-01;2007-01-01;true;0.15771
pinstConf;Q10729-Q4140015-P54-2007-01-01-2007-01-01-0.3714;Q10729;Q4140015;P54;2007-01-01;2007-01-01;true;0.3714
pinstConf;Q10729-Q1812121-P54-2010-01-01-2013-01-01-0.19026999;Q10729;Q1812121;P54;2010-01-01;2013-01-01;true;0.19026999
pinstConf;Q10729-Q1812121-P54-2006-01-01-2010-01-01-0.16553;Q10729;Q1812121;P54;2006-01-01;2010-01-01;true;0.16553
pinstConf;Q10729-Q1812121-P54-2013-01-01-2013-01-01-0.54685;Q10729;Q1812121;P54;2013-01-01;2013-01-01;true;0.54685
pinstConf;Q10729-Q1812121-P54-2015-01-01-2015-01-01-0.1789;Q10729;Q1812121;P54;2015-01-01;2015-01-01;true;0.1789
pinstConf;Q10729-Q1812121-P54-2013-01-01-2015-01-01-0.30072;Q10729;Q1812121;P54;2013-01-01;2015-01-01;true;0.30072
pinstConf;Q10729-Q1812121-P54-2015-01-01-2007-01-01-0.26911;Q10729;Q1812121;P54;2015-01-01;2007-01-01;true;0.26911
pinstConf;Q10729-Q1812121-P54-2007-01-01-2010-01-01-0.16702;Q10729;Q1812121;P54;2007-01-01;2010-01-01;true;0.16702
pinstConf;Q10729-Q1812121-P54-2009-01-01-2009-01-01-0.22435999;Q10729;Q1812121;P54;2009-01-01;2009-01-01;true;0.22435999
pinstConf;Q10729-19881202-P569-1988-12-01-1988-12-01-0.32071;Q10729;19881202;P569;1988-12-01;1988-12-01;true;0.32071
pinstConf;Q10731-19650607-P569-1965-06-01-1965-06-01-0.17988;Q10731;19650607;P569;1965-06-01;1965-06-01;true;0.17988
pinstConf;Q10732-Q2714-P54-2012-01-01-2013-01-01-0.15116;Q10732;Q2714;P54;2012-01-01;2013-01-01;true;0.15116
pinstConf;Q10732-Q6664-P54-2012-01-01-2013-01-01-0.17043;Q10732;Q6664;P54;2012-01-01;2013-01-01;true;0.17043
pinstConf;Q10732-Q6664-P54-2012-01-01-2012-01-01-0.51100004;Q10732;Q6664;P54;2012-01-01;2012-01-01;true;0.51100004
pinstConf;Q10732-Q612017-P54-2012-01-01-2013-01-01-0.15463999;Q10732;Q612017;P54;2012-01-01;2013-01-01;true;0.15463999
pinstConf;Q10732-Q612017-P54-2012-01-01-2012-01-01-0.38567;Q10732;Q612017;P54;2012-01-01;2012-01-01;true;0.38567
pinstConf;Q10732-Q612017-P54-2003-01-01-2004-01-01-0.48853;Q10732;Q612017;P54;2003-01-01;2004-01-01;true;0.48853
pinstConf;Q10732-Q221671-P54-2012-01-01-2013-01-01-0.14507;Q10732;Q221671;P54;2012-01-01;2013-01-01;true;0.14507
pinstConf;Q10732-Q221671-P54-2012-01-01-2012-01-01-0.20989001;Q10732;Q221671;P54;2012-01-01;2012-01-01;true;0.20989001
pinstConf;Q10732-Q221671-P54-2003-01-01-2004-01-01-0.25944;Q10732;Q221671;P54;2003-01-01;2004-01-01;true;0.25944
pinstConf;Q10732-Q221671-P54-2004-01-01-2008-01-01-0.37401;Q10732;Q221671;P54;2004-01-01;2008-01-01;true;0.37401
pinstConf;Q10732-Q216032-P54-2012-01-01-2013-01-01-0.41448003;Q10732;Q216032;P54;2012-01-01;2013-01-01;true;0.41448003
pinstConf;Q10732-Q216032-P54-2012-01-01-2012-01-01-0.1893;Q10732;Q216032;P54;2012-01-01;2012-01-01;true;0.1893
pinstConf;Q10732-Q216032-P54-2003-01-01-2004-01-01-0.18286;Q10732;Q216032;P54;2003-01-01;2004-01-01;true;0.18286
pinstConf;Q10732-Q216032-P54-2004-01-01-2008-01-01-0.29360002;Q10732;Q216032;P54;2004-01-01;2008-01-01;true;0.29360002
pinstConf;Q10732-Q216032-P54-2008-01-01-2011-01-01-0.15313;Q10732;Q216032;P54;2008-01-01;2011-01-01;true;0.15313
pinstConf;Q10732-Q194393-P54-2012-01-01-2013-01-01-0.14006999;Q10732;Q194393;P54;2012-01-01;2013-01-01;true;0.14006999
pinstConf;Q10732-Q194393-P54-2012-01-01-2012-01-01-0.18652001;Q10732;Q194393;P54;2012-01-01;2012-01-01;true;0.18652001
pinstConf;Q10732-Q194393-P54-2003-01-01-2004-01-01-0.28731;Q10732;Q194393;P54;2003-01-01;2004-01-01;true;0.28731
pinstConf;Q10732-Q194393-P54-2004-01-01-2008-01-01-0.15715;Q10732;Q194393;P54;2004-01-01;2008-01-01;true;0.15715
pinstConf;Q10732-Q194393-P54-2008-01-01-2011-01-01-0.17647001;Q10732;Q194393;P54;2008-01-01;2011-01-01;true;0.17647001
pinstConf;Q10732-Q194393-P54-2007-01-01-2008-01-01-0.27658;Q10732;Q194393;P54;2007-01-01;2008-01-01;true;0.27658
pinstConf;Q10732-Q8812-P54-2012-01-01-2013-01-01-0.35362;Q10732;Q8812;P54;2012-01-01;2013-01-01;true;0.35362
pinstConf;Q10732-Q8812-P54-2012-01-01-2012-01-01-0.14598;Q10732;Q8812;P54;2012-01-01;2012-01-01;true;0.14598
pinstConf;Q10732-Q8812-P54-2003-01-01-2004-01-01-0.15913;Q10732;Q8812;P54;2003-01-01;2004-01-01;true;0.15913
pinstConf;Q10732-Q8812-P54-2004-01-01-2008-01-01-0.32233;Q10732;Q8812;P54;2004-01-01;2008-01-01;true;0.32233
pinstConf;Q10732-Q8812-P54-2008-01-01-2011-01-01-0.14756;Q10732;Q8812;P54;2008-01-01;2011-01-01;true;0.14756
pinstConf;Q10732-Q8812-P54-2007-01-01-2008-01-01-0.19782999;Q10732;Q8812;P54;2007-01-01;2008-01-01;true;0.19782999
pinstConf;Q10732-Q8812-P54-2012-01-01-2013-01-01-0.22309999;Q10732;Q8812;P54;2012-01-01;2013-01-01;true;0.22309999
pinstConf;Q10732-Q193481-P54-2012-01-01-2013-01-01-0.15603;Q10732;Q193481;P54;2012-01-01;2013-01-01;true;0.15603
pinstConf;Q10732-Q193481-P54-2012-01-01-2012-01-01-0.33999;Q10732;Q193481;P54;2012-01-01;2012-01-01;true;0.33999
pinstConf;Q10732-Q193481-P54-2003-01-01-2004-01-01-0.30275;Q10732;Q193481;P54;2003-01-01;2004-01-01;true;0.30275
pinstConf;Q10732-Q193481-P54-2004-01-01-2008-01-01-0.16717;Q10732;Q193481;P54;2004-01-01;2008-01-01;true;0.16717
pinstConf;Q10732-Q193481-P54-2008-01-01-2011-01-01-0.23931;Q10732;Q193481;P54;2008-01-01;2011-01-01;true;0.23931
pinstConf;Q10732-Q193481-P54-2007-01-01-2008-01-01-0.34456;Q10732;Q193481;P54;2007-01-01;2008-01-01;true;0.34456
pinstConf;Q10732-Q193481-P54-2012-01-01-2013-01-01-0.23346;Q10732;Q193481;P54;2012-01-01;2013-01-01;true;0.23346
pinstConf;Q10732-Q2714-P54-2012-01-01-2013-01-01-0.20436001;Q10732;Q2714;P54;2012-01-01;2013-01-01;true;0.20436001
pinstConf;Q10732-Q2714-P54-2012-01-01-2012-01-01-0.33683;Q10732;Q2714;P54;2012-01-01;2012-01-01;true;0.33683
pinstConf;Q10732-Q2714-P54-2003-01-01-2004-01-01-0.17276;Q10732;Q2714;P54;2003-01-01;2004-01-01;true;0.17276
pinstConf;Q10732-Q2714-P54-2004-01-01-2008-01-01-0.16762;Q10732;Q2714;P54;2004-01-01;2008-01-01;true;0.16762
pinstConf;Q10732-Q2714-P54-2008-01-01-2011-01-01-0.24505;Q10732;Q2714;P54;2008-01-01;2011-01-01;true;0.24505
pinstConf;Q10732-Q2714-P54-2007-01-01-2008-01-01-0.32733;Q10732;Q2714;P54;2007-01-01;2008-01-01;true;0.32733
pinstConf;Q10732-Q2714-P54-2012-01-01-2013-01-01-0.49126;Q10732;Q2714;P54;2012-01-01;2013-01-01;true;0.49126
pinstConf;Q10732-Q2714-P54-2013-01-01-2013-01-01-0.33777002;Q10732;Q2714;P54;2013-01-01;2013-01-01;true;0.33777002
pinstConf;Q10732-Q19498-P54-2012-01-01-2013-01-01-0.19868;Q10732;Q19498;P54;2012-01-01;2013-01-01;true;0.19868
pinstConf;Q10732-Q19498-P54-2012-01-01-2012-01-01-0.15382001;Q10732;Q19498;P54;2012-01-01;2012-01-01;true;0.15382001
pinstConf;Q10732-Q19498-P54-2003-01-01-2004-01-01-0.19905;Q10732;Q19498;P54;2003-01-01;2004-01-01;true;0.19905
pinstConf;Q10732-Q19498-P54-2004-01-01-2008-01-01-0.21829;Q10732;Q19498;P54;2004-01-01;2008-01-01;true;0.21829
pinstConf;Q10732-Q19498-P54-2008-01-01-2011-01-01-0.50141;Q10732;Q19498;P54;2008-01-01;2011-01-01;true;0.50141
pinstConf;Q10732-Q19498-P54-2007-01-01-2008-01-01-0.14842;Q10732;Q19498;P54;2007-01-01;2008-01-01;true;0.14842
pinstConf;Q10732-Q19498-P54-2012-01-01-2013-01-01-0.3511;Q10732;Q19498;P54;2012-01-01;2013-01-01;true;0.3511
pinstConf;Q10732-Q19498-P54-2013-01-01-2016-01-01-0.33347002;Q10732;Q19498;P54;2013-01-01;2016-01-01;true;0.33347002
pinstConf;Q10732-Q19498-P54-2015-01-01-2015-01-01-0.26006;Q10732;Q19498;P54;2015-01-01;2015-01-01;true;0.26006
pinstConf;Q10732-Q3873527-P54-2012-01-01-2013-01-01-0.44364;Q10732;Q3873527;P54;2012-01-01;2013-01-01;true;0.44364
pinstConf;Q10732-Q3873527-P54-2012-01-01-2012-01-01-0.18549;Q10732;Q3873527;P54;2012-01-01;2012-01-01;true;0.18549
pinstConf;Q10732-Q3873527-P54-2003-01-01-2004-01-01-0.21302;Q10732;Q3873527;P54;2003-01-01;2004-01-01;true;0.21302
pinstConf;Q10732-Q3873527-P54-2004-01-01-2008-01-01-0.18851;Q10732;Q3873527;P54;2004-01-01;2008-01-01;true;0.18851
pinstConf;Q10732-Q3873527-P54-2008-01-01-2011-01-01-0.27427;Q10732;Q3873527;P54;2008-01-01;2011-01-01;true;0.27427
pinstConf;Q10732-Q3873527-P54-2007-01-01-2008-01-01-0.30715;Q10732;Q3873527;P54;2007-01-01;2008-01-01;true;0.30715
pinstConf;Q10732-Q3873527-P54-2012-01-01-2013-01-01-0.29593;Q10732;Q3873527;P54;2012-01-01;2013-01-01;true;0.29593
pinstConf;Q10732-Q3873527-P54-2013-01-01-2016-01-01-0.21291001;Q10732;Q3873527;P54;2013-01-01;2016-01-01;true;0.21291001
pinstConf;Q10732-Q3873527-P54-2015-01-01-2004-01-01-0.22907;Q10732;Q3873527;P54;2015-01-01;2004-01-01;true;0.22907
pinstConf;Q10732-Q3873527-P54-2004-01-01-2004-01-01-0.25944;Q10732;Q3873527;P54;2004-01-01;2004-01-01;true;0.25944
pinstConf;Q10732-Q1464421-P54-2012-01-01-2013-01-01-0.15638;Q10732;Q1464421;P54;2012-01-01;2013-01-01;true;0.15638
pinstConf;Q10732-Q1464421-P54-2012-01-01-2012-01-01-0.21643;Q10732;Q1464421;P54;2012-01-01;2012-01-01;true;0.21643
pinstConf;Q10732-Q1464421-P54-2003-01-01-2004-01-01-0.32648;Q10732;Q1464421;P54;2003-01-01;2004-01-01;true;0.32648
pinstConf;Q10732-Q1464421-P54-2004-01-01-2008-01-01-0.19782999;Q10732;Q1464421;P54;2004-01-01;2008-01-01;true;0.19782999
pinstConf;Q10732-Q1464421-P54-2008-01-01-2011-01-01-0.22265;Q10732;Q1464421;P54;2008-01-01;2011-01-01;true;0.22265
pinstConf;Q10732-Q1464421-P54-2007-01-01-2008-01-01-0.52159;Q10732;Q1464421;P54;2007-01-01;2008-01-01;true;0.52159
pinstConf;Q10732-Q1464421-P54-2012-01-01-2013-01-01-0.21092999;Q10732;Q1464421;P54;2012-01-01;2013-01-01;true;0.21092999
pinstConf;Q10732-Q1464421-P54-2013-01-01-2016-01-01-0.22918999;Q10732;Q1464421;P54;2013-01-01;2016-01-01;true;0.22918999
pinstConf;Q10732-Q1464421-P54-2015-01-01-2004-01-01-0.25137;Q10732;Q1464421;P54;2015-01-01;2004-01-01;true;0.25137
pinstConf;Q10732-Q1464421-P54-2004-01-01-2007-01-01-0.16679;Q10732;Q1464421;P54;2004-01-01;2007-01-01;true;0.16679
pinstConf;Q10732-Q1464421-P54-2004-01-01-2004-01-01-0.23787999;Q10732;Q1464421;P54;2004-01-01;2004-01-01;true;0.23787999
pinstConf;Q10732-Q483868-P54-2012-01-01-2013-01-01-0.14591;Q10732;Q483868;P54;2012-01-01;2013-01-01;true;0.14591
pinstConf;Q10732-Q483868-P54-2012-01-01-2012-01-01-0.26777;Q10732;Q483868;P54;2012-01-01;2012-01-01;true;0.26777
pinstConf;Q10732-Q483868-P54-2003-01-01-2004-01-01-0.14928;Q10732;Q483868;P54;2003-01-01;2004-01-01;true;0.14928
pinstConf;Q10732-Q483868-P54-2004-01-01-2008-01-01-0.25867;Q10732;Q483868;P54;2004-01-01;2008-01-01;true;0.25867
pinstConf;Q10732-Q483868-P54-2008-01-01-2011-01-01-0.22811;Q10732;Q483868;P54;2008-01-01;2011-01-01;true;0.22811
pinstConf;Q10732-Q483868-P54-2007-01-01-2008-01-01-0.14019999;Q10732;Q483868;P54;2007-01-01;2008-01-01;true;0.14019999
pinstConf;Q10732-Q483868-P54-2012-01-01-2013-01-01-0.42619;Q10732;Q483868;P54;2012-01-01;2013-01-01;true;0.42619
pinstConf;Q10732-Q483868-P54-2013-01-01-2016-01-01-0.29402;Q10732;Q483868;P54;2013-01-01;2016-01-01;true;0.29402
pinstConf;Q10732-Q483868-P54-2015-01-01-2004-01-01-0.19821;Q10732;Q483868;P54;2015-01-01;2004-01-01;true;0.19821
pinstConf;Q10732-Q483868-P54-2004-01-01-2007-01-01-0.20887001;Q10732;Q483868;P54;2004-01-01;2007-01-01;true;0.20887001
pinstConf;Q10732-Q483868-P54-2004-01-01-2004-01-01-0.15499;Q10732;Q483868;P54;2004-01-01;2004-01-01;true;0.15499
pinstConf;Q10732-Q483868-P54-2007-01-01-2007-01-01-0.15123;Q10732;Q483868;P54;2007-01-01;2007-01-01;true;0.15123
pinstConf;Q10732-Q612017-P54-2012-01-01-2013-01-01-0.46155;Q10732;Q612017;P54;2012-01-01;2013-01-01;true;0.46155
pinstConf;Q10732-Q612017-P54-2012-01-01-2012-01-01-0.21082;Q10732;Q612017;P54;2012-01-01;2012-01-01;true;0.21082
pinstConf;Q10732-Q612017-P54-2003-01-01-2004-01-01-0.17914;Q10732;Q612017;P54;2003-01-01;2004-01-01;true;0.17914
pinstConf;Q10732-Q612017-P54-2004-01-01-2008-01-01-0.16493;Q10732;Q612017;P54;2004-01-01;2008-01-01;true;0.16493
pinstConf;Q10732-Q612017-P54-2008-01-01-2011-01-01-0.36312002;Q10732;Q612017;P54;2008-01-01;2011-01-01;true;0.36312002
pinstConf;Q10732-Q612017-P54-2007-01-01-2008-01-01-0.17971;Q10732;Q612017;P54;2007-01-01;2008-01-01;true;0.17971
pinstConf;Q10732-Q612017-P54-2012-01-01-2013-01-01-0.18328;Q10732;Q612017;P54;2012-01-01;2013-01-01;true;0.18328
pinstConf;Q10732-Q612017-P54-2013-01-01-2016-01-01-0.14076999;Q10732;Q612017;P54;2013-01-01;2016-01-01;true;0.14076999
pinstConf;Q10732-Q612017-P54-2015-01-01-2004-01-01-0.23892;Q10732;Q612017;P54;2015-01-01;2004-01-01;true;0.23892
pinstConf;Q10732-Q612017-P54-2004-01-01-2007-01-01-0.19459;Q10732;Q612017;P54;2004-01-01;2007-01-01;true;0.19459
pinstConf;Q10732-Q612017-P54-2004-01-01-2004-01-01-0.30715;Q10732;Q612017;P54;2004-01-01;2004-01-01;true;0.30715
pinstConf;Q10732-Q612017-P54-2007-01-01-2007-01-01-0.15123;Q10732;Q612017;P54;2007-01-01;2007-01-01;true;0.15123
pinstConf;Q10732-Q612017-P54-2004-01-01-2004-01-01-0.28324002;Q10732;Q612017;P54;2004-01-01;2004-01-01;true;0.28324002
pinstConf;Q10732-19850927-P569-1985-09-01-1985-09-01-0.33529;Q10732;19850927;P569;1985-09-01;1985-09-01;true;0.33529
pinstConf;Q10764-Q19573-P54-2012-01-01-2012-01-01-0.15177;Q10764;Q19573;P54;2012-01-01;2012-01-01;true;0.15177
pinstConf;Q10764-Q2714-P54-2012-01-01-2012-01-01-0.15665999;Q10764;Q2714;P54;2012-01-01;2012-01-01;true;0.15665999
pinstConf;Q10764-Q2714-P54-2010-01-01-2015-01-01-0.25327;Q10764;Q2714;P54;2010-01-01;2015-01-01;true;0.25327
pinstConf;Q10764-Q1953914-P54-2012-01-01-2012-01-01-0.30072;Q10764;Q1953914;P54;2012-01-01;2012-01-01;true;0.30072
pinstConf;Q10764-Q1953914-P54-2010-01-01-2015-01-01-0.18270001;Q10764;Q1953914;P54;2010-01-01;2015-01-01;true;0.18270001
pinstConf;Q10764-Q1953914-P54-2011-01-01-2011-01-01-0.23622;Q10764;Q1953914;P54;2011-01-01;2011-01-01;true;0.23622
pinstConf;Q10764-Q18512-P54-2012-01-01-2012-01-01-0.26466;Q10764;Q18512;P54;2012-01-01;2012-01-01;true;0.26466
pinstConf;Q10764-Q18512-P54-2010-01-01-2015-01-01-0.40163;Q10764;Q18512;P54;2010-01-01;2015-01-01;true;0.40163
pinstConf;Q10764-Q18512-P54-2011-01-01-2011-01-01-0.14761999;Q10764;Q18512;P54;2011-01-01;2011-01-01;true;0.14761999
pinstConf;Q10764-Q18512-P54-2011-01-01-2011-01-01-0.21354;Q10764;Q18512;P54;2011-01-01;2011-01-01;true;0.21354
pinstConf;Q10764-Q48938-P54-2012-01-01-2012-01-01-0.34591;Q10764;Q48938;P54;2012-01-01;2012-01-01;true;0.34591
pinstConf;Q10764-Q48938-P54-2010-01-01-2015-01-01-0.18228;Q10764;Q48938;P54;2010-01-01;2015-01-01;true;0.18228
pinstConf;Q10764-Q48938-P54-2011-01-01-2011-01-01-0.33499;Q10764;Q48938;P54;2011-01-01;2011-01-01;true;0.33499
pinstConf;Q10764-Q48938-P54-2011-01-01-2011-01-01-0.46052998;Q10764;Q48938;P54;2011-01-01;2011-01-01;true;0.46052998
pinstConf;Q10764-Q48938-P54-2012-01-01-2012-01-01-0.30786;Q10764;Q48938;P54;2012-01-01;2012-01-01;true;0.30786
pinstConf;Q10764-Q18729-P54-2012-01-01-2012-01-01-0.17267999;Q10764;Q18729;P54;2012-01-01;2012-01-01;true;0.17267999
pinstConf;Q10764-Q18729-P54-2010-01-01-2015-01-01-0.2521;Q10764;Q18729;P54;2010-01-01;2015-01-01;true;0.2521
pinstConf;Q10764-Q18729-P54-2011-01-01-2011-01-01-0.16433999;Q10764;Q18729;P54;2011-01-01;2011-01-01;true;0.16433999
pinstConf;Q10764-Q18729-P54-2011-01-01-2011-01-01-0.34489998;Q10764;Q18729;P54;2011-01-01;2011-01-01;true;0.34489998
pinstConf;Q10764-Q18729-P54-2012-01-01-2012-01-01-0.26728;Q10764;Q18729;P54;2012-01-01;2012-01-01;true;0.26728
pinstConf;Q10764-Q18729-P54-2015-01-01-2015-01-01-0.16361001;Q10764;Q18729;P54;2015-01-01;2015-01-01;true;0.16361001
pinstConf;Q10764-Q3590810-P54-2012-01-01-2012-01-01-0.14249;Q10764;Q3590810;P54;2012-01-01;2012-01-01;true;0.14249
pinstConf;Q10764-Q3590810-P54-2010-01-01-2015-01-01-0.28439;Q10764;Q3590810;P54;2010-01-01;2015-01-01;true;0.28439
pinstConf;Q10764-Q3590810-P54-2011-01-01-2011-01-01-0.92102003;Q10764;Q3590810;P54;2011-01-01;2011-01-01;true;0.92102003
pinstConf;Q10764-Q3590810-P54-2011-01-01-2011-01-01-0.15630999;Q10764;Q3590810;P54;2011-01-01;2011-01-01;true;0.15630999
pinstConf;Q10764-Q3590810-P54-2012-01-01-2012-01-01-0.22196;Q10764;Q3590810;P54;2012-01-01;2012-01-01;true;0.22196
pinstConf;Q10764-Q3590810-P54-2015-01-01-2011-01-01-0.20114999;Q10764;Q3590810;P54;2015-01-01;2011-01-01;true;0.20114999
pinstConf;Q10764-Q3590810-P54-2010-01-01-2010-01-01-0.18764;Q10764;Q3590810;P54;2010-01-01;2010-01-01;true;0.18764
pinstConf;Q10764-Q1049176-P54-2012-01-01-2012-01-01-0.33871;Q10764;Q1049176;P54;2012-01-01;2012-01-01;true;0.33871
pinstConf;Q10764-Q1049176-P54-2010-01-01-2015-01-01-0.15068999;Q10764;Q1049176;P54;2010-01-01;2015-01-01;true;0.15068999
pinstConf;Q10764-Q1049176-P54-2011-01-01-2011-01-01-0.17567;Q10764;Q1049176;P54;2011-01-01;2011-01-01;true;0.17567
pinstConf;Q10764-Q1049176-P54-2011-01-01-2011-01-01-0.21155;Q10764;Q1049176;P54;2011-01-01;2011-01-01;true;0.21155
pinstConf;Q10764-Q1049176-P54-2012-01-01-2012-01-01-0.48203;Q10764;Q1049176;P54;2012-01-01;2012-01-01;true;0.48203
pinstConf;Q10764-Q1049176-P54-2015-01-01-2011-01-01-0.15326999;Q10764;Q1049176;P54;2015-01-01;2011-01-01;true;0.15326999
pinstConf;Q10764-Q1049176-P54-2010-01-01-2014-01-01-0.21884;Q10764;Q1049176;P54;2010-01-01;2014-01-01;true;0.21884
pinstConf;Q10764-Q1049176-P54-2014-01-01-2014-01-01-0.20105;Q10764;Q1049176;P54;2014-01-01;2014-01-01;true;0.20105
pinstConf;Q10764-Q204238-P54-2012-01-01-2012-01-01-0.36554;Q10764;Q204238;P54;2012-01-01;2012-01-01;true;0.36554
pinstConf;Q10764-Q204238-P54-2010-01-01-2015-01-01-0.20525;Q10764;Q204238;P54;2010-01-01;2015-01-01;true;0.20525
pinstConf;Q10764-Q204238-P54-2011-01-01-2011-01-01-0.1945;Q10764;Q204238;P54;2011-01-01;2011-01-01;true;0.1945
pinstConf;Q10764-Q204238-P54-2011-01-01-2011-01-01-0.32563;Q10764;Q204238;P54;2011-01-01;2011-01-01;true;0.32563
